amazon revenue,author revenue,average rating,genre,gross sales,name,publisher revenue,sale price,sales rank,sold by,total reviews,type,units sold
85.14,85.14,3.43,genre fiction,425.7,Dell,255.42,0.99,242,Random House LLC,442,big five,430
1021.548,1021.548,0.0,genre fiction,5107.74,Roc,3064.644,11.99,244,Penguin Group (USA) LLC,0,big five,426
764.244,764.244,4.57,genre fiction,3821.22,(Small or Medium Publisher),2292.732,8.97,244,"Amazon Digital Services,  Inc.",154,small/medium,426
84.15,84.15,4.64,genre fiction,420.75,Entangled: Brazen,252.45,0.99,245,Macmillan,223,big five,425
506.331,1181.439,4.39,genre fiction,1687.77,(Indie Publisher),0.0,3.99,246,"Amazon Digital Services,  Inc.",137,indie,423
894.6,894.6,4.16,nonfiction,4473.0,Knopf,2683.8,10.65,248,Random House LLC,42,big five,420
82.764,82.764,4.45,genre fiction,413.82,Entangled: Brazen,248.292,0.99,249,Macmillan,55,big five,418
267.696,144.144,4.67,nonfiction,411.84,(Indie Publisher),0.0,0.99,250,"Amazon Digital Services,  Inc.",246,indie,416
414.17,414.17,3.69,genre fiction,2070.85,Bantam,1242.51,4.99,251,Random House LLC,5429,big five,415
507.58,507.58,4.36,genre fiction,2537.9,(Small or Medium Publisher),1522.74,6.19,254,"Amazon Digital Services,  Inc.",47,small/medium,410
365.976,853.944,4.9,genre fiction,1219.92,(Indie Publisher),0.0,2.99,255,"Amazon Digital Services,  Inc.",11,indie,408
337.008,337.008,4.28,genre fiction,1685.04,(Small or Medium Publisher),1011.024,4.13,255,"Amazon Digital Services,  Inc.",4511,small/medium,408
405.188,405.188,4.2,nonfiction,2025.94,Vintage,1215.564,4.99,256,Random House LLC,3452,big five,406
450.36,450.36,4.31,nonfiction,2251.8,(Small or Medium Publisher),1351.08,5.56,257,"Amazon Digital Services,  Inc.",19,small/medium,405
201.5,201.5,4.45,genre fiction,1007.5,William Morrow Paperbacks,604.5,2.5,258,HarperCollins Publishers,1594,big five,403
854.13,854.13,4.57,genre fiction,4270.65,Putnam Adult,2562.39,10.65,259,Penguin Group (USA) LLC,7,big five,401
636.004,636.004,4.62,genre fiction,3180.02,NAL,1908.012,7.99,261,Penguin Group (USA) LLC,45,big five,398
