ADA Accessible,ansi usable,city,congressional district,county,date,history.status,history.type,id,line 1,line 2,owned or leased,parking spaces,region id,state,status,type,zip
Will Conform,97884,HARTFORD,1,HARTFORD,1-Jan-33,National Register Listed,Field Not In Use,CT0013,135 HIGH ST, ,OWNED,29,1,CT,ACTIVE,BUILDING,61031125
Will Conform,69037,NEW HAVEN,3,NEW HAVEN,1-Jan-19,National Register Listed,Field Not In Use,CT0024,141 CHURCH ST,U.S. COURTHOUSE,OWNED,0,1,CT,ACTIVE,BUILDING,65102001
Will Conform,7442,WATERBURY,5,NEW HAVEN,1-Jan-33,National Register Listed,Field Not In Use,CT0047,135 GRAND ST, ,LEASED,2,1,CT,ACTIVE,BUILDING,67029998
Will Conform,198,WILLIMANTIC,2,WINDHAM,1-Jan-11,Not Evaluated,Field Not In Use,CT0049,919 MAIN STREET, ,LEASED,0,1,CT,ACTIVE,BUILDING,62269998
Will Conform,202948,HARTFORD,1,HARTFORD,1-Jan-63,Evaluated - Not Historic,Field Not In Use,CT0053,450 MAIN ST, ,OWNED,103,1,CT,ACTIVE,BUILDING,61033022
Will Conform,86833,BRIDGEPORT,4,FAIRFIELD,1-Jan-67,Not Evaluated,Field Not In Use,CT0059,915 LAFAYETTE BLVD, ,OWNED,131,1,CT,ACTIVE,BUILDING,66044706
Will Conform,5052,TORRINGTON,5,LITCHFIELD,1-Jan-69,Not Evaluated,Field Not In Use,CT0060,LITCHFIELD ST, ,OWNED,5,1,CT,ACTIVE,BUILDING,67906407
Will Conform,83741,NEW HAVEN,3,NEW HAVEN,1-Jan-77,Not Evaluated,Field Not In Use,CT0061,150 COURT ST, ,OWNED,74,1,CT,ACTIVE,BUILDING,65102022
Will Conform,34889,EAST HARTFORD,1,HARTFORD,0,Not Evaluated,Field Not In Use,CT3316,130 DARLIN ST, ,LEASED,159,1,CT,ACTIVE,BUILDING,61083234
Will Conform,5020,STAMFORD,4,FAIRFIELD,0,Not Evaluated,Field Not In Use,CT3319,101 BROAD ST, ,LEASED,8,1,CT,ACTIVE,BUILDING,69012797
Will Conform,5045,MIDDLETOWN,3,MIDDLESEX,0,Not Evaluated,Field Not In Use,CT3322,425 MAIN STREET, ,LEASED,1,1,CT,ACTIVE,BUILDING,64573347
Will Conform,16418,EAST HARTFORD,1,HARTFORD,0,Not Evaluated,Field Not In Use,CT3323,333 E RIVER DR, ,LEASED,0,1,CT,ACTIVE,BUILDING,61084200
Will Conform,3293,NEW HAVEN,3,NEW HAVEN,0,Not Evaluated,Field Not In Use,CT3326,55 WHITNEY AVE, ,LEASED,5,1,CT,ACTIVE,BUILDING,65101300
Will Conform,96834,NEW HAVEN,3,NEW HAVEN,0,Not Evaluated,Field Not In Use,CT3331,157 CHURCH ST, ,LEASED,43,1,CT,ACTIVE,BUILDING,65102100
Will Conform,8230,BRIDGEPORT,4,FAIRFIELD,0,Not Evaluated,Field Not In Use,CT3339,3885 MAIN STREET, ,LEASED,15,1,CT,ACTIVE,BUILDING,66062814
Will Conform,16070,NEW HAVEN,3,NEW HAVEN,0,Not Evaluated,Field Not In Use,CT3341,265 CHURCH ST, ,LEASED,25,1,CT,ACTIVE,BUILDING,65107013
Will Conform,7000,GLASTONBURY,1,HARTFORD,0,Not Evaluated,Field Not In Use,CT3351,628 HEBRON AVE,BUILDING 2,LEASED,4,1,CT,ACTIVE,BUILDING,60335007
Will Conform,11727,MERIDEN,5,NEW HAVEN,0,Not Evaluated,Field Not In Use,CT3354,530 PRESTON AVENUE, ,LEASED,39,1,CT,ACTIVE,BUILDING,64504893
Will Conform,10106,NEW LONDON,2,NEW LONDON,0,Not Evaluated,Field Not In Use,CT3358,2 SHAW'S COVE, ,LEASED,28,1,CT,ACTIVE,BUILDING,63204975
Will Conform,31055,BRIDGEPORT,4,FAIRFIELD,0,Not Evaluated,Field Not In Use,CT3360,1000 LAFAYETTE BLVD,10TH FLOOR,LEASED,100,1,CT,ACTIVE,BUILDING,66044725
Will Conform,1950,MIDDLETOWN,3,MIDDLESEX,0,Not Evaluated,Field Not In Use,CT3362,213 COURT ST, ,LEASED,11,1,CT,ACTIVE,BUILDING,64573346
Will Conform,1507,GROTON,2,NEW LONDON,0,Not Evaluated,Field Not In Use,CT3363,904 POQUONNOCK RD, ,LEASED,4,1,CT,ACTIVE,BUILDING,63404259
Will Conform,21432,HARTFORD,1,HARTFORD,0,Not Evaluated,Field Not In Use,CT3369,20 CHURCH ST, ,LEASED,9,1,CT,ACTIVE,BUILDING,61033290
Yes,12906,EAST HARTFORD,1,HARTFORD,0,Not Evaluated,Field Not In Use,CT3373,101 PITKIN ST, ,LEASED,28,1,CT,ACTIVE,BUILDING,61083316
Yes,78826,NEW HAVEN,3,NEW HAVEN,0,Not Evaluated,Field Not In Use,CT3375,600 STATE STREET, ,LEASED,220,1,CT,ACTIVE,BUILDING,65116505
Yes,8439,DANBURY,5,FAIRFIELD,0,Not Evaluated,Field Not In Use,CT3376,131 WEST ST, ,LEASED,1,1,CT,ACTIVE,BUILDING,68106376
Yes,6370,MERIDEN,5,NEW HAVEN,0,Not Evaluated,Field Not In Use,CT3387,1 WEST MAIN STREET, ,LEASED,12,1,CT,ACTIVE,BUILDING,64514128
Yes,13995,TOLLAND,2,TOLLAND,0,Not Evaluated,Field Not In Use,CT3389,344 MERROW RD, ,LEASED,52,1,CT,ACTIVE,BUILDING,60843917
Yes,5198,HARTFORD,1,HARTFORD,0,Not Evaluated,Field Not In Use,CT3393,10 COLUMBUS BLVD, ,LEASED,8,1,CT,ACTIVE,BUILDING,61061976
Yes,11825,WINDSOR LOCKS,1,HARTFORD,0,Not Evaluated,Field Not In Use,CT3395,334 ELLA GRASSO TURNPIKE, ,LEASED,5,1,CT,ACTIVE,BUILDING,60961042
Yes,6065,WILLIMANTIC,2,WINDHAM,0,Not Evaluated,Field Not In Use,CT3398,1320 MAIN ST, ,LEASED,25,1,CT,ACTIVE,BUILDING,62261940
Yes,1137,NEW LONDON,2,NEW LONDON,0,Not Evaluated,Field Not In Use,CT3400,5 SHAWS CV,Suite 206,LEASED,0,1,CT,ACTIVE,BUILDING,63204974
Yes,47200,NEW LONDON,2,NEW LONDON,0,Not Evaluated,Field Not In Use,CT3402,1 CHELSEA ST, ,LEASED,164,1,CT,ACTIVE,BUILDING,63205506
Yes,22050,HARTFORD,1,HARTFORD,0,Not Evaluated,Field Not In Use,CT3403,960 MAIN ST, ,LEASED,10,1,CT,ACTIVE,BUILDING,61031224
Yes,14392,SHELTON,4,FAIRFIELD,0,Not Evaluated,Field Not In Use,CT3408,6 ARMSTRONG RD, ,LEASED,62,1,CT,ACTIVE,BUILDING,64844722
Yes,459,NEW HAVEN,3,NEW HAVEN,0,Not Evaluated,Field Not In Use,CT3409,TWEED AIRPORT, ,LEASED,0,1,CT,ACTIVE,BUILDING,65123907
Yes,1004,TOLLAND,2,TOLLAND,0,Not Evaluated,Field Not In Use,CT3410,36 BUFF CAP ROAD, ,LEASED,3,1,CT,ACTIVE,BUILDING,60842604
Yes,5303,HARTFORD,1,HARTFORD,25-Jun-09,Not Evaluated,Field Not In Use,CT3412,21 OAK ST, ,LEASED,17,1,CT,ACTIVE,BUILDING,61068003
Yes,27394,HAMDEN,3,NEW HAVEN,1-Apr-09,Not Evaluated,Field Not In Use,CT3413,15 MARNE STREET, ,LEASED,15,1,CT,ACTIVE,BUILDING,65143610
Yes,6266,NEW LONDON,2,NEW LONDON,1-Feb-08,Not Evaluated,Field Not In Use,CT3414,2 UNION PLAZA, ,LEASED,6,1,CT,ACTIVE,BUILDING,63206313
Yes,13705,ROCKY HILL,1,HARTFORD,1-Oct-09,Not Evaluated,Field Not In Use,CT3416,716 BROOK STREET, ,LEASED,32,1,CT,ACTIVE,BUILDING,60673433
Yes,11162,NEW HAVEN,3,NEW HAVEN,1-Sep-09,Not Evaluated,Field Not In Use,CT3418,55 CHURCH STREET, ,LEASED,28,1,CT,ACTIVE,BUILDING,65103014
Yes,8177,NEW BRITAIN,5,HARTFORD,13-Jun-08,Not Evaluated,Field Not In Use,CT3420,233 MAIN STREET, ,LEASED,24,1,CT,ACTIVE,BUILDING,60514204
Yes,1380,STAMFORD,4,FAIRFIELD,19-Mar-09,Not Evaluated,Field Not In Use,CT3421,888 WASHINGTON STREET, ,LEASED,6,1,CT,ACTIVE,BUILDING,69012902
No,6314,EAST HARTFORD,1,HARTFORD,25-Jun-09,Not Evaluated,Field Not In Use,CT3425,474-484 BURNSIDE AVENUE, ,LEASED,1,1,CT,ACTIVE,BUILDING,60742406
Yes,4048,ANSONIA,3,NEW HAVEN,1-Jul-00,Not Evaluated,Field Not In Use,CT3429,475 MAIN ST, ,LEASED,19,1,CT,ACTIVE,BUILDING,64012307
Will Conform,4217,WALLINGFORD,3,NEW HAVEN,1-May-85,Not Evaluated,Field Not In Use,CT3433,97 BARNES RD, ,LEASED,31,1,CT,ACTIVE,BUILDING,64921885
Will Conform,3961,ORANGE,3,NEW HAVEN,0,Not Evaluated,Field Not In Use,CT3435,291 S LAMBERT RD, ,LEASED,25,1,CT,ACTIVE,BUILDING,64773559
Yes,3850,WALLINGFORD,3,NEW HAVEN,0,Not Evaluated,Field Not In Use,CT3437,43 CAPITAL DR, ,LEASED,0,1,CT,ACTIVE,BUILDING,64925818
Yes,18405,NORWALK,4,FAIRFIELD,9-Jun-10,Not Evaluated,Field Not In Use,CT3438,761 MAIN AVE, ,LEASED,6,1,CT,ACTIVE,BUILDING,68511080
Yes,432,DANBURY,5,FAIRFIELD,1-May-80,Not Evaluated,Field Not In Use,CT3440,107 MILL PLAIN RD, ,LEASED,1,1,CT,ACTIVE,BUILDING,68116100
Yes,8648,WATERBURY,5,NEW HAVEN,0,Not Evaluated,Field Not In Use,CT3441,51 N ELM ST, ,LEASED,36,1,CT,ACTIVE,BUILDING,67021511
Yes,4655,HARTFORD,1,HARTFORD,0,Evaluated - Not Historic,Field Not In Use,CT3444,280 TRUMBULL ST, ,LEASED,2,1,CT,ACTIVE,BUILDING,61033509
Yes,16682,STAMFORD,4,FAIRFIELD,0,Not Evaluated,Field Not In Use,CT3446,850 CANAL ST, ,LEASED,38,1,CT,ACTIVE,BUILDING,69026943
Yes,2237,GROTON,2,NEW LONDON,0,Not Evaluated,None,CT3448,15 THAMES ST, ,LEASED,10,1,CT,ACTIVE,BUILDING,63403629
Yes,5375,NORWICH,2,NEW LONDON,0,Not Evaluated,Field Not In Use,CT3451,55 MAIN ST, ,LEASED,14,1,CT,ACTIVE,BUILDING,63605703
Yes,850,NORWALK,4,FAIRFIELD,0,Not Evaluated,Field Not In Use,CT3452,111 EAST AVE, ,LEASED,5,1,CT,ACTIVE,BUILDING,68515014
Yes,6322,WINDSOR LOCKS,1,HARTFORD,0,Not Evaluated,None,CT3453,Bradley Field,Terminal A Ground Floor,LEASED,0,1,CT,ACTIVE,BUILDING,6096
Yes,92762,BOSTON,8,SUFFOLK,1-Jan-18,Evaluated - Not Historic,Field Not In Use,MA0011,408 ATLANTIC AV, ,OWNED,3,1,MA,ACTIVE,BUILDING,21103349
Will Conform,401504,BOSTON,8,SUFFOLK,1-Jan-33,National Register Listed,Field Not In Use,MA0013,5 POST OFFICE SQUARE, ,OWNED,32,1,MA,ACTIVE,BUILDING,21093901
Will Conform,562620,BOSTON,8,SUFFOLK,1-Sep-98,Not Evaluated,Field Not In Use,MA0050,1 COURTHOUSE WAY,BOSTON,OWNED,69,1,MA,ACTIVE,BUILDING,22103002
Will Conform,80248,SPRINGFIELD,1,HAMPDEN,1-Aug-08,Not Evaluated,Field Not In Use,MA0051,300 STATE ST, ,OWNED,86,1,MA,ACTIVE,BUILDING,11051686
Will Conform,3654,NEW BEDFORD,9,BRISTOL,01-Jan-1836,National Historic Landmark,Field Not In Use,MA0076,37 NORTH SECOND STREET, ,OWNED,6,1,MA,ACTIVE,BUILDING,27406329
Will Conform,62795,WORCESTER,2,WORCESTER,1-Jan-32,National Register Listed,Field Not In Use,MA0113,595 MAIN ST, ,OWNED,4,1,MA,ACTIVE,BUILDING,16082093
Will Conform,58847,FITCHBURG,3,WORCESTER,1-Jan-73,Not Evaluated,Field Not In Use,MA0129,881 MAIN STREET, ,OWNED,201,1,MA,ACTIVE,BUILDING,14203007
Yes,620063,BOSTON,8,SUFFOLK,1-Jan-66,National Register Eligible,Field Not In Use,MA0131,15 NEW SUDBURY STREET, ,OWNED,257,1,MA,ACTIVE,BUILDING,22030002
Will Conform,6984,FALL RIVER,4,BRISTOL,1-Jan-69,Not Evaluated,Field Not In Use,MA0135,400 NORTH MAIN STREET, ,OWNED,50,1,MA,ACTIVE,BUILDING,27202131
Yes,129115,WALTHAM,5,MIDDLESEX,1-Jan-66,Not Evaluated,Field Not In Use,MA0136,380 TRAPELO RD,FED CTR,OWNED,0,1,MA,ACTIVE,BUILDING,24526322
Will Conform,323741,ANDOVER,3,ESSEX,1-Jan-66,Not Evaluated,Field Not In Use,MA0137,1 LOWELL ST, ,OWNED,1688,1,MA,ACTIVE,BUILDING,18102927
Yes,5080,HAVERHILL,3,ESSEX,1-Jan-73,Not Evaluated,Field Not In Use,MA0138,MAIN & FOUNTAIN STREETS, ,OWNED,20,1,MA,ACTIVE,BUILDING,18304053
Yes,521935,BOSTON,8,SUFFOLK,30-Jun-86,Not Evaluated,Field Not In Use,MA0153,10 CAUSEWAY ST, ,OWNED,267,1,MA,ACTIVE,BUILDING,22221048
Will Conform,24031,NEW BEDFORD,9,BRISTOL,1-Jan-74,Not Evaluated,Field Not In Use,MA0158,53 NORTH SIXTH STREET, ,OWNED,51,1,MA,ACTIVE,BUILDING,27406110
Will Conform,17833,PITTSFIELD,1,BERKSHIRE,1-Jan-77,Not Evaluated,Field Not In Use,MA0180,78 CENTER ST, ,OWNED,62,1,MA,ACTIVE,BUILDING,12016171
Will Conform,0,WALTHAM,5,MIDDLESEX,1-Jan-46,Not Evaluated,Field Not In Use,MA0801,424 TRAPELO RD, ,OWNED,0,1,MA,ACTIVE,BUILDING,24526322
Will Conform,2624,EVERETT,7,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5386,34 MARKET ST, ,LEASED,0,1,MA,ACTIVE,BUILDING,21495806
Will Conform,9857,LYNN,6,ESSEX,0,Not Evaluated,Field Not In Use,MA5431,140 UNION ST, ,LEASED,30,1,MA,ACTIVE,BUILDING,19011336
Will Conform,81056,BURLINGTON,6,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5466,12 New England Executive Park, ,LEASED,400,1,MA,ACTIVE,BUILDING,18035213
Will Conform,7910,HANOVER,9,PLYMOUTH,0,Not Evaluated,Field Not In Use,MA5490,198 COLUMBIA ROAD, ,LEASED,1,1,MA,ACTIVE,BUILDING,23392322
Will Conform,2664,AMHERST,2,HAMPSHIRE,0,Not Evaluated,Field Not In Use,MA5612,463 WEST ST, ,LEASED,21,1,MA,ACTIVE,BUILDING,10022946
Will Conform,66160,STONEHAM,5,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5632,ONE MONTVALE AVENUE, ,LEASED,242,1,MA,ACTIVE,BUILDING,21803559
Will Conform,7063,FRAMINGHAM,5,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5633,100 CONCORD ST, ,LEASED,4,1,MA,ACTIVE,BUILDING,17028328
Will Conform,16339,FALMOUTH,9,BARNSTABLE,0,Not Evaluated,Field Not In Use,MA5645,11 WOODS HOLE ROAD, ,LEASED,10,1,MA,ACTIVE,BUILDING,25409998
Yes,900,HYANNIS,9,BARNSTABLE,0,Not Evaluated,Field Not In Use,MA5646,270 COMMUNICATION WAY, ,LEASED,0,1,MA,ACTIVE,BUILDING,26011883
Will Conform,4358,BRAINTREE,8,NORFOLK,0,Not Evaluated,Field Not In Use,MA5649,639 GRANITE STREET, ,LEASED,6,1,MA,ACTIVE,BUILDING,21845366
Yes,6481,METHUEN,3,ESSEX,1-Oct-10,Not Evaluated,Field Not In Use,MA5650,13 BRANCH STREET, ,LEASED,0,1,MA,ACTIVE,BUILDING,18441900
Yes,0,BOSTON,8,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5654,1 CONGRESS ST, ,LEASED,352,1,MA,ACTIVE,STRUCTURE,21142010
Will Conform,1145,FAIRHAVEN,9,BRISTOL,0,Not Evaluated,Field Not In Use,MA5655,147 WASHINGTON ST,Unit #B,LEASED,0,1,MA,ACTIVE,BUILDING,27194013
Yes,32879,BOSTON,8,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5663,15 NEW CHARDON ST, ,LEASED,0,1,MA,ACTIVE,BUILDING,21144711
Yes,9242,BOSTON,7,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5671,10 MALCOLM X BOULEVARD,AKA 80 DUDLEY STREET,LEASED,23,1,MA,ACTIVE,BUILDING,21191775
Yes,1248,HYANNIS,9,BARNSTABLE,0,Not Evaluated,Field Not In Use,MA5672,973 IYANNOUGH ROAD, ,LEASED,0,1,MA,ACTIVE,BUILDING,26011869
Yes,4600,HYANNIS,9,BARNSTABLE,0,Not Evaluated,Field Not In Use,MA5673,20 INDUSTRIAL BOULEVARD, ,LEASED,43,1,MA,ACTIVE,BUILDING,26013112
Yes,13202,NEW BEDFORD,9,BRISTOL,0,Not Evaluated,Field Not In Use,MA5675,850 PLEASANT STREET, ,LEASED,26,1,MA,ACTIVE,BUILDING,27406664
Yes,6000,HYANNIS,9,BARNSTABLE,0,Not Evaluated,Field Not In Use,MA5676,259B NORTH STREET, ,LEASED,25,1,MA,ACTIVE,BUILDING,26013834
Yes,742,SPRINGFIELD,1,HAMPDEN,0,Not Evaluated,Field Not In Use,MA5678,BUILDING 101,ONE FEDERAL STREET,LEASED,0,1,MA,ACTIVE,BUILDING,11051199
Yes,22500,LOWELL,3,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5679,900 CHELMSFORD ST,TOWER 1,LEASED,175,1,MA,ACTIVE,BUILDING,18518100
Yes,15215,WORCESTER,2,WORCESTER,0,Not Evaluated,Field Not In Use,MA5681,446 MAIN ST, ,LEASED,30,1,MA,ACTIVE,BUILDING,16082359
Yes,6841,BOSTON,8,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5682,88 BLACK FALCON AVE, ,LEASED,39,1,MA,ACTIVE,BUILDING,22102425
Yes,2125,CHELSEA,7,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5683,70 EVERETT AVE, ,LEASED,5,1,MA,ACTIVE,BUILDING,21502376
Will Conform,62800,HADLEY,2,HAMPSHIRE,0,Not Evaluated,Field Not In Use,MA5771,300 WESTGATE CENTER DRI, ,LEASED,285,1,MA,ACTIVE,BUILDING,10359587
Will Conform,2870,SUTTON,2,WORCESTER,0,Not Evaluated,Field Not In Use,MA5775,156 WORC. PROV. TPK., ,LEASED,16,1,MA,ACTIVE,BUILDING,15902984
Yes,98878,BOSTON,8,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5780,1 CENTER PLAZA, ,LEASED,130,1,MA,ACTIVE,BUILDING,21081887
Will Conform,23366,WORCESTER,2,WORCESTER,0,Not Evaluated,Field Not In Use,MA5785,120 FRONT ST, ,LEASED,27,1,MA,ACTIVE,BUILDING,16081413
Yes,3120,BOSTON,7,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5786,99 SUMMER STREET, ,LEASED,0,1,MA,ACTIVE,BUILDING,21101213
Will Conform,24123,LAWRENCE,3,ESSEX,0,Not Evaluated,Field Not In Use,MA5790,439 S UNION ST, ,LEASED,116,1,MA,ACTIVE,BUILDING,18432810
Will Conform,31897,SPRINGFIELD,1,HAMPDEN,0,Not Evaluated,Field Not In Use,MA5793,1441 MAIN ST,10TH FLOOR,LEASED,52,1,MA,ACTIVE,BUILDING,11031406
Will Conform,133443,PITTSFIELD,1,BERKSHIRE,0,Not Evaluated,Field Not In Use,MA5794,CONTE DR, ,LEASED,0,1,MA,ACTIVE,BUILDING,12018298
Will Conform,19996,WORCESTER,2,WORCESTER,0,Not Evaluated,Field Not In Use,MA5809,90 MADISON ST, ,LEASED,16,1,MA,ACTIVE,BUILDING,16082058
Yes,39586,LOWELL,3,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5813,900 CHELMSFORD ST, ,LEASED,362,1,MA,ACTIVE,BUILDING,18518100
Will Conform,5775,LEXINGTON,5,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5817,110 HARTWELL AVE, ,LEASED,26,1,MA,ACTIVE,BUILDING,24213118
No,2600,QUINCY,8,NORFOLK,0,Not Evaluated,Field Not In Use,MA5819,1 BATTERY MARCH PARK, ,LEASED,4,1,MA,ACTIVE,BUILDING,21697448
Will Conform,3310,LAWRENCE,3,ESSEX,0,Not Evaluated,Field Not In Use,MA5822,499 ESSEX STREET, ,LEASED,10,1,MA,ACTIVE,BUILDING,18401269
Will Conform,11086,TAUNTON,4,BRISTOL,1-Apr-09,Not Evaluated,Field Not In Use,MA5826,104 DEAN STREET, ,LEASED,39,1,MA,ACTIVE,BUILDING,27802714
Will Conform,1006,LOWELL,3,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5828,10 GEORGE STREET, ,LEASED,2,1,MA,ACTIVE,BUILDING,18522293
Yes,11262,SPRINGFIELD,1,HAMPDEN,0,Not Evaluated,Field Not In Use,MA5829,1441 MAIN ST, ,LEASED,14,1,MA,ACTIVE,BUILDING,11031406
Yes,3900,LOWELL,3,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5831,325 CHELMSFORD ST, ,LEASED,8,1,MA,ACTIVE,BUILDING,18514429
Yes,23401,LOWELL,3,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5832,59 LOWE'S WAY, ,LEASED,80,1,MA,ACTIVE,BUILDING,18515019
Yes,97256,CONCORD,3,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5834,696 VIRGINIA RD,"CONCORD,MA 01742",LEASED,387,1,MA,ACTIVE,BUILDING,17422718
Yes,2155,WALTHAM,5,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5835,411 WAVERLEY OAKS RD, ,LEASED,0,1,MA,ACTIVE,BUILDING,24528405
Yes,10883,QUINCY,8,NORFOLK,1-Aug-85,Not Evaluated,Field Not In Use,MA5837,1250 HANCOCK ST, ,LEASED,37,1,MA,ACTIVE,BUILDING,21694339
Yes,20874,NORTHBOROUGH,2,WORCESTER,0,Not Evaluated,Field Not In Use,MA5842,10 BEARFOOT ROAD, ,LEASED,89,1,MA,ACTIVE,BUILDING,15321994
Yes,7302,BRIGHTON,7,SUFFOLK,1-Jan-10,Evaluated - Not Historic,Field Not In Use,MA5844,221 N BEACON ST, ,LEASED,17,1,MA,ACTIVE,BUILDING,21351943
Yes,7285,ATTLEBORO,4,BRISTOL,1-Jan-99,Not Evaluated,Field Not In Use,MA5845,106 PLEASANT STREET, ,LEASED,1,1,MA,ACTIVE,BUILDING,27032359
Yes,49950,WILMINGTON,6,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5847,1 PROGRESS WAY, ,LEASED,95,1,MA,ACTIVE,BUILDING,18874611
Yes,49262,CHELMSFORD,3,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5851,DRUM HILL TECH PARK, ,LEASED,140,1,MA,ACTIVE,BUILDING,18241517
Yes,1041,BEVERLY,6,ESSEX,0,Not Evaluated,Field Not In Use,MA5861,101 CUMMINGS CTR,SUITE 422A,LEASED,4,1,MA,ACTIVE,BUILDING,19156115
Yes,9190,SOUTHBOROUGH,5,WORCESTER,1-Oct-85,Not Evaluated,Field Not In Use,MA5863,SOUTHBOROUGH OFFICE PARK,118 TURNPIKE ROAD,LEASED,0,1,MA,ACTIVE,BUILDING,17721661
Yes,11128,LOWELL,3,MIDDLESEX,1-Dec-99,Not Evaluated,Field Not In Use,MA5866,151 WARREN STREET, ,LEASED,23,1,MA,ACTIVE,BUILDING,18522647
Yes,16950,HOLYOKE,1,HAMPDEN,0,Not Evaluated,Field Not In Use,MA5867,210 HIGH ST,2ND FLOOR,LEASED,1,1,MA,ACTIVE,BUILDING,10406507
Yes,20385,CHELSEA,7,SUFFOLK,1-Aug-09,Not Evaluated,Field Not In Use,MA5868,160-180 Second Street, ,LEASED,4,1,MA,ACTIVE,BUILDING,21501803
Yes,4200,EAST FALMOUTH,9,BARNSTABLE,25-May-01,Not Evaluated,Field Not In Use,MA5869,48 RESEARCH RD,FALMOUTH TECH. PARK,LEASED,1,1,MA,ACTIVE,BUILDING,25364440
Yes,1112,HYANNIS,9,BARNSTABLE,0,Not Evaluated,Field Not In Use,MA5871,480 BARNSTABLE RD, ,LEASED,4,1,MA,ACTIVE,BUILDING,26012900
Yes,530,NANTUCKET,9,NANTUCKET,5-May-08,Not Evaluated,Field Not In Use,MA5874,14 AIRPORT ROAD, ,LEASED,1,1,MA,ACTIVE,BUILDING,25542894
Yes,5592,NORWOOD,8,NORFOLK,0,Not Evaluated,Field Not In Use,MA5876,1 EDGEWATER DRIVE, ,LEASED,0,1,MA,ACTIVE,BUILDING,20624674
Yes,0,PROVINCETOWN,9,BARNSTABLE,0,Not Evaluated,Field Not In Use,MA5877,RACE POINT ROAD,P.O. BOX 657,LEASED,0,1,MA,ACTIVE,BUILDING,26570657
Yes,63253,BOSTON,8,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5881,99 HIGH ST, ,LEASED,8,1,MA,ACTIVE,BUILDING,21102320
Yes,2464,NORTH ANDOVER,6,ESSEX,0,Not Evaluated,Field Not In Use,MA5883,97 COMMERCE WAY,NORTH EAST JET CENTER,LEASED,6,1,MA,ACTIVE,BUILDING,18451049
Will Conform,19000,SPRINGFIELD,1,HAMPDEN,0,Not Evaluated,Field Not In Use,MA5890,70 BOND STREET, ,LEASED,85,1,MA,ACTIVE,BUILDING,11043402
Yes,1718,WESTWOOD,8,NORFOLK,0,Not Evaluated,Field Not In Use,MA5891,364 UNIVERSITY AVE, ,LEASED,6,1,MA,ACTIVE,BUILDING,20902311
Yes,7196,BOSTON,7,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5893,115-117 FREEPORT STREET, ,LEASED,35,1,MA,ACTIVE,BUILDING,21222829
Yes,8800,BOSTON,8,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5895,2 CENTER PLAZA, ,LEASED,0,1,MA,ACTIVE,BUILDING,21081909
Yes,4500,WOBURN,5,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5897,222 WEST CUMMINGS PARK, ,LEASED,0,1,MA,ACTIVE,BUILDING,18016346
Yes,0,BOSTON,7,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5898,11 SERVICE ROAD, ,LEASED,0,1,MA,ACTIVE,BUILDING,21282001
Yes,38386,BURLINGTON,6,MIDDLESEX,0,Not Evaluated,Field Not In Use,MA5900,10 NEW ENGLAND EXECUTIVE PARK, ,LEASED,126,1,MA,ACTIVE,BUILDING,18305214
Yes,1283,BROCKTON,8,PLYMOUTH,1-Dec-07,Not Evaluated,Field Not In Use,MA5902,155 W ELM ST, ,LEASED,0,1,MA,ACTIVE,BUILDING,23014326
Yes,7480,CHELSEA,7,SUFFOLK,0,Not Evaluated,Field Not In Use,MA5905,45-47 SPRUCE STREET, ,LEASED,6,1,MA,ACTIVE,BUILDING,21502345
Yes,8000,MIDDLETON,6,ESSEX,0,Not Evaluated,Field Not In Use,MA5907,2 DEBUSH AVENUE,BUILDING B UNITS 7 & 8,LEASED,5,1,MA,ACTIVE,BUILDING,19491602
Yes,12500,BROCKTON,8,PLYMOUTH,0,Not Evaluated,Field Not In Use,MA5908,CHRISTY DRIVE, ,LEASED,63,1,MA,ACTIVE,BUILDING,23011843
Yes,400,VINEYARD HAVEN,9,DUKES,0,Not Evaluated,Field Not In Use,MA5912,RR1 BOX 850, ,LEASED,0,1,MA,ACTIVE,BUILDING,25688104
